Feature,Importance
NV.FSM.TOTL.KN,9.613982e-05
SE.SEC.TCAQ.UP.FE.ZS,9.413571e-05
SE.SEC.PROG.FE.ZS,9.40295e-05
IC.TAX.TOTL.CP.ZS,9.398455e-05
IC.ELC.OUTG,9.375533e-05
SE.ENR.PRSC.FM.ZS,9.373044e-05
SG.VAW.1549.ZS,9.344236e-05
FR.INR.DPST,9.3376446e-05
IC.REG.PROC.FE,9.206866e-05
ER.MRN.PTMR.ZS,9.182794e-05
DC.DAC.NLDL.CD,9.162829e-05
SN.ITK.SALT.ZS,9.136011e-05
SL.TLF.0714.WK.MA.TM,9.120628e-05
SH.CON.1524.MA.ZS,9.098546e-05
BM.GSR.CMCP.ZS,9.098224e-05
FM.LBL.BMNY.ZG,8.976243e-05
SE.XPD.PRIM.PC.ZS,8.975003e-05
FD.RES.LIQU.AS.ZS,8.949189e-05
SH.UHC.NOPR.ZS,8.877244e-05
BX.GSR.TOTL.CD,8.867291e-05
IQ.CPA.PUBS.XQ,8.8323584e-05
per_allsp.ben_q1_tot,8.818732e-05
TM.VAL.INSF.ZS.WT,8.786383e-05
GC.TAX.OTHR.CN,8.765306e-05
DC.ODA.TOTL.KD,8.752484e-05
SE.SEC.ENRL.UP.TC.ZS,8.690976e-05
SE.PRM.PRS5.FE.ZS,8.674725e-05
DC.DAC.JPNL.CD,8.666249e-05
IC.LGL.CRED.XQ,8.661217e-05
IC.TAX.METG,8.656354e-05
NY.TRF.NCTR.KN,8.609313e-05
EG.ELC.NGAS.ZS,8.546762e-05
FM.AST.PRVT.GD.ZS,8.533005e-05
NY.ADJ.DCO2.GN.ZS,8.5255444e-05
FM.AST.CGOV.ZG.M3,8.5002204e-05
IT.NET.BBND.P2,8.482077e-05
DC.DAC.ESPL.CD,8.4566076e-05
GE.PER.RNK.UPPER,8.246009e-05
SH.STA.ODFC.RU.ZS,8.1310056e-05
SE.SEC.ENRL.VO.FE.ZS,8.126742e-05
DT.NFL.RDBC.CD,8.125047e-05
FI.RES.TOTL.MO,8.124139e-05
TM.TAX.MANF.SM.AR.ZS,8.078127e-05
BG.GSR.NFSV.GD.ZS,8.054708e-05
SL.IND.EMPL.FE.ZS,7.9624166e-05
DT.TDS.DECT.EX.ZS,7.816359e-05
SN.ITK.SVFI.ZS,7.800796e-05
DC.DAC.USAL.CD,7.779215e-05
BN.KLT.PTXL.CD,7.764721e-05
NV.FSM.TOTL.CN,7.6662516e-05
GC.REV.SOCL.ZS,7.639234e-05
GC.TAX.GSRV.VA.ZS,7.583793e-05
FX.OWN.TOTL.MA.ZS,7.4722186e-05
VC.BTL.DETH,7.416673e-05
SL.TLF.0714.SW.TM,7.383495e-05
SP.POP.6064.MA.5Y,7.381768e-05
IC.IMP.TMBC,7.37142e-05
SE.XPD.PRIM.ZS,7.299527e-05
DC.DAC.ISLL.CD,7.2916926e-05
AG.LND.EL5M.ZS,7.268197e-05
FR.INR.LEND,7.218727e-05
SE.SEC.TCAQ.MA.ZS,7.1739305e-05
IQ.CPA.DEBT.XQ,7.1738614e-05
NE.CON.PRVT.KD.ZG,7.164365e-05
EN.GHG.CO2.LU.OS.MT.CE.AR5,7.1455346e-05
FR.INR.RISK,7.1448485e-05
BX.GSR.TRAN.ZS,7.129934e-05
GB.XPD.RSDV.GD.ZS,7.0886614e-05
SP.POP.7074.FE.5Y,7.0808186e-05
SP.POP.4549.FE.5Y,7.07402e-05
EN.GHG.CO2.AG.MT.CE.AR5,7.003603e-05
IT.NET.USER.ZS,6.9958645e-05
NY.GNS.ICTR.GN.ZS,6.981256e-05
SL.EMP.TOTL.SP.NE.ZS,6.9782785e-05
TM.TAX.TCOM.SR.ZS,6.955368e-05
BX.GSR.ROYL.CD,6.935978e-05
GC.DOD.TOTL.GD.ZS,6.906715e-05
NV.MNF.FBTO.ZS.UN,6.891449e-05
PV.NO.SRC,6.867065e-05
FI.RES.TOTL.CD,6.804378e-05
FS.AST.CGOV.GD.ZS,6.795611e-05
PA.NUS.ATLS,6.746303e-05
NY.GSR.NFCY.CD,6.69326e-05
SE.SEC.TCAQ.LO.ZS,6.6643595e-05
SE.LPV.PRIM.SD.FE,6.657972e-05
SP.REG.BRTH.ZS,6.644685e-05
TM.TAX.TCOM.WM.AR.ZS,6.613443e-05
IP.JRN.ARTC.SC,6.6110406e-05
SE.SEC.CUAT.UP.FE.ZS,6.528125e-05
EN.GHG.ALL.MT.CE.AR5,6.4589054e-05
DC.DAC.ESTL.CD,6.3694904e-05
DT.NFL.ILOG.CD,6.367586e-05
DT.NFL.SPRP.CD,6.359691e-05
LP.LPI.OVRL.XQ,6.334276e-05
SE.SEC.TCAQ.FE.ZS,6.326677e-05
SE.PRM.ENRR.FE,6.3241e-05
IC.REG.PROC.MA,6.309048e-05
RQ.NO.SRC,6.272443e-05
DT.NFL.UNEC.CD,6.263593e-05
SE.SEC.CMPT.LO.MA.ZS,6.230873e-05
IC.TAX.PRFT.CP.ZS,6.21898e-05
SH.SGR.PROC.P5,6.2077335e-05
NE.GDI.FTOT.KD.ZG,6.188032e-05
AG.PRD.LVSK.XD,6.167986e-05
DC.DAC.IRLL.CD,6.1015162e-05
IC.LGL.DURS,6.0985712e-05
NE.CON.TOTL.CD,6.0781338e-05
SP.URB.GROW,6.040031e-05
EG.ELC.LOSS.ZS,6.0171285e-05
SE.SEC.NENR,5.988905e-05
IC.FRM.CORR.ZS,5.9723166e-05
GF.XPD.BUDG.ZS,5.9434627e-05
NY.GDP.FCST.KN,5.929994e-05
NV.AGR.TOTL.CN,5.9018803e-05
SE.PRM.UNER.FE.ZS,5.8947793e-05
GC.TAX.TOTL.GD.ZS,5.865607e-05
BX.GSR.CMCP.ZS,5.851575e-05
TM.VAL.MANF.ZS.UN,5.8467176e-05
SL.UEM.NEET.FE.ME.ZS,5.8116395e-05
TX.VAL.MRCH.R1.ZS,5.7581532e-05
SL.UEM.TOTL.MA.ZS,5.750717e-05
EN.GHG.CH4.AG.MT.CE.AR5,5.7286343e-05
DT.ODA.ODAT.XP.ZS,5.714854e-05
NV.AGR.TOTL.KD.ZG,5.701309e-05
SP.POP.7579.FE.5Y,5.6852186e-05
SP.DYN.CONU.ZS,5.6794033e-05
NE.IMP.GNFS.KD.ZG,5.670714e-05
SE.PRE.ENRR.MA,5.6203593e-05
DT.NFL.UNCR.CD,5.5843586e-05
SE.SEC.ENRL.VO,5.576732e-05
DT.TDS.DPPG.XP.ZS,5.540139e-05
SE.XPD.CTER.ZS,5.4325345e-05
NE.TRD.GNFS.ZS,5.4157914e-05
SE.SEC.ENRL.FE.ZS,5.3442054e-05
VA.PER.RNK.LOWER,5.3233096e-05
VA.EST,5.3230367e-05
TM.UVI.MRCH.XD.WD,5.2859294e-05
IC.FRM.TRNG.ZS,5.2520452e-05
SE.PRM.GINT.ZS,5.2371444e-05
SE.ADT.1524.LT.ZS,5.1810275e-05
NY.GDP.PCAP.CD,5.1694347e-05
EN.GHG.CO2.ZG.AR5,5.150511e-05
NY.GDP.PCAP.PP.CD,5.135386e-05
DT.NFL.PNGB.CD,5.0835035e-05
SL.AGR.0714.ZS,5.0464707e-05
BX.GSR.INSF.ZS,5.010569e-05
BM.GSR.INSF.ZS,4.9740094e-05
NV.IND.TOTL.KD.ZG,4.8904123e-05
DC.DAC.CANL.CD,4.8654943e-05
NE.GDI.TOTL.ZS,4.8637565e-05
TM.VAL.MRCH.AL.ZS,4.795993e-05
SE.PRM.CMPT.MA.ZS,4.79044e-05
DT.NFL.UNCD.CD,4.780607e-05
SL.UEM.1524.MA.NE.ZS,4.7776666e-05
DT.DOD.MIBR.CD,4.772995e-05
BN.KLT.DINV.CD,4.7655663e-05
NY.TAX.NIND.CN,4.756093e-05
SE.SEC.PRIV.ZS,4.7527952e-05
IC.IMP.CSDC.CD,4.700981e-05
DT.NFL.CERF.CD,4.686043e-05
SP.DYN.IMRT.MA.IN,4.649695e-05
SE.XPD.CTOT.ZS,4.648297e-05
SH.XPD.EHEX.PC.CD,4.6388323e-05
TM.TAX.MRCH.BC.ZS,4.6336496e-05
RQ.EST,4.6309047e-05
SL.UEM.INTM.FE.ZS,4.5981356e-05
NE.CON.PRVT.PC.KD.ZG,4.5953755e-05
FP.CPI.TOTL,4.588681e-05
SP.POP.0014.FE.ZS,4.578638e-05
ER.FSH.CAPT.MT,4.566654e-05
NV.MNF.CHEM.ZS.UN,4.5593562e-05
IQ.SPI.PIL2,4.5567227e-05
IC.CUS.DURS.EX,4.5382283e-05
NY.ADJ.DKAP.GN.ZS,4.5168083e-05
SE.PRM.NENR,4.5066605e-05
AG.CON.FERT.ZS,4.5007902e-05
SE.SEC.ENRR.MA,4.499955e-05
IQ.CPA.BREG.XQ,4.4958146e-05
CM.MKT.LCAP.GD.ZS,4.4914203e-05
SE.PRM.TCAQ.MA.ZS,4.472059e-05
IC.EXP.CSBC.CD,4.455017e-05
ER.H2O.FWTL.K3,4.4386856e-05
NY.GNP.MKTP.KD.ZG,4.4249642e-05
SH.XPD.GHED.PP.CD,4.402264e-05
GC.XPN.OTHR.CN,4.3945183e-05
SP.POP.65UP.MA.IN,4.374088e-05
IC.FRM.OUTG.ZS,4.3729935e-05
DT.NFL.OFFT.CD,4.3638847e-05
NY.GDP.COAL.RT.ZS,4.3615135e-05
SH.XPD.OOPC.CH.ZS,4.3574815e-05
NY.GDP.DEFL.ZS,4.3311324e-05
DT.NFL.PRVT.CD,4.3202766e-05
BN.GSR.MRCH.CD,4.3127646e-05
SP.POP.3539.FE.5Y,4.2856478e-05
SP.POP.80UP.MA.5Y,4.2238313e-05
DC.ODA.TLDC.GN.ZS,4.2126434e-05
SH.DYN.NCOM.MA.ZS,4.182502e-05
SH.MED.NUMW.P3,4.1570922e-05
NY.GDP.PCAP.KD.ZG,4.1184605e-05
NV.SRV.TOTL.KN,4.112703e-05
SN.ITK.MSFI.ZS,4.1117724e-05
DT.TDS.MLAT.PG.ZS,4.107174e-05
IQ.SPI.PIL5,4.0972118e-05
DT.TDS.DPPG.GN.ZS,4.0943367e-05
BX.TRF.PWKR.CD.DT,4.0399675e-05
IE.PPN.ENGY.CD,4.029603e-05
SH.PRG.ANEM,4.0079936e-05
SH.STA.MALN.FE.ZS,4.007109e-05
FS.AST.PRVT.GD.ZS,4.0035105e-05
IT.NET.USER.FE.ZS,3.9948914e-05
per_lm_alllm.adq_pop_tot,3.9827984e-05
SL.UEM.NEET.MA.ZS,3.981889e-05
DT.NFL.IMFN.CD,3.9743336e-05
SP.POP.4549.MA.5Y,3.9571565e-05
SL.SRV.0714.MA.ZS,3.9534054e-05
SL.AGR.0714.MA.ZS,3.950427e-05
VC.IDP.NWCV,3.9480074e-05
SL.UEM.1524.FE.NE.ZS,3.9380404e-05
DT.NFL.PBND.CD,3.9126888e-05
NY.GDP.DEFL.KD.ZG,3.909207e-05
SH.UHC.OOPC.10.ZS,3.9077804e-05
SH.H2O.SMDW.RU.ZS,3.836483e-05
NE.EXP.GNFS.KN,3.8338247e-05
SI.RMT.COST.IB.ZS,3.8090773e-05
SL.FAM.WORK.ZS,3.7909296e-05
TM.VAL.MRCH.R5.ZS,3.7795853e-05
IQ.CPA.HRES.XQ,3.769338e-05
SH.CON.1524.FE.ZS,3.7638496e-05
IC.REG.COST.PC.MA.ZS,3.7579688e-05
IC.WRH.PROC,3.735711e-05
IC.WRH.DURS,3.7269543e-05
SH.IMM.HEPB,3.7033577e-05
BN.CAB.XOKA.GD.ZS,3.636363e-05
NV.IND.MANF.KD.ZG,3.6139227e-05
SP.POP.0509.MA.5Y,3.6056746e-05
BN.CAB.XOKA.CD,3.597804e-05
SG.TIM.UWRK.FE,3.585078e-05
SL.TLF.BASC.ZS,3.5732875e-05
SL.UEM.ADVN.FE.ZS,3.5578374e-05
NY.ADJ.SVNG.GN.ZS,3.5551653e-05
DT.DOD.DSTC.XP.ZS,3.54559e-05
BN.FIN.TOTL.CD,3.527418e-05
AG.PRD.CROP.XD,3.521575e-05
SL.UEM.TOTL.ZS,3.5172754e-05
SL.TLF.0714.WK.FE.TM,3.5077243e-05
NE.EXP.GNFS.ZS,3.5004214e-05
FX.OWN.TOTL.PL.ZS,3.4825942e-05
SP.POP.5054.MA.5Y,3.4796034e-05
DC.DAC.PRTL.CD,3.479307e-05
IE.PPI.WATR.CD,3.4099812e-05
SE.XPD.CSEC.ZS,3.3992124e-05
DT.NFL.NIFC.CD,3.387425e-05
ER.H2O.FWAG.ZS,3.3460536e-05
NE.GDI.STKB.CN,3.336731e-05
SL.UEM.ADVN.MA.ZS,3.327443e-05
NE.CON.TOTL.KD.ZG,3.3198434e-05
DC.DAC.AUTL.CD,3.31776e-05
TM.VAL.MMTL.ZS.UN,3.3149507e-05
GC.NLD.TOTL.GD.ZS,3.2743363e-05
NE.IMP.GNFS.ZS,3.2599248e-05
TM.TAX.MANF.SR.ZS,3.2529126e-05
IC.FRM.RSDV.ZS,3.2491887e-05
SH.UHC.NOP2.ZS,3.234084e-05
DC.ODA.TOTL.GN.ZS,3.2322692e-05
BN.TRF.KOGT.CD,3.2254342e-05
NY.TAX.NIND.KN,3.2071952e-05
DC.DAC.BELL.CD,3.195326e-05
BN.TRF.CURR.CD,3.1862128e-05
SL.UEM.NEET.ZS,3.182941e-05
SH.STA.HYGN.UR.ZS,3.1669253e-05
GC.TAX.INTT.RV.ZS,3.1393083e-05
DT.NFL.UNPB.CD,3.129101e-05
TT.PRI.MRCH.XD.WD,3.098072e-05
IE.PPN.WATR.CD,3.0911444e-05
MS.MIL.XPND.GD.ZS,3.077852e-05
IQ.CPA.ENVR.XQ,3.0762385e-05
DC.DAC.FINL.CD,3.0662064e-05
per_lm_alllm.cov_q4_tot,3.0612573e-05
NY.ADJ.DFOR.CD,3.0284822e-05
VC.IDP.NWDS,3.0067436e-05
SH.STA.BRTC.ZS,2.9948134e-05
NY.ADJ.SVNG.CD,2.9749972e-05
SE.SEC.ENRR.FE,2.9733546e-05
SL.TLF.INTM.ZS,2.9723229e-05
EN.GHG.CO2.FE.MT.CE.AR5,2.9564802e-05
PV.EST,2.9521434e-05
SL.WAG.0714.MA.ZS,2.94335e-05
DT.NFL.IMFC.CD,2.9259432e-05
NV.SRV.TOTL.KD.ZG,2.9200984e-05
SP.POP.1519.FE.5Y,2.9133156e-05
SL.TLF.ACTI.1524.ZS,2.8770639e-05
PV.STD.ERR,2.7928883e-05
TX.VAL.MRCH.WR.ZS,2.7767093e-05
GC.LBL.TOTL.GD.ZS,2.7674701e-05
SE.PRE.TCAQ.ZS,2.762687e-05
IQ.SPI.PIL4,2.7549973e-05
IS.RRS.GOOD.MT.K6,2.7403197e-05
BN.RES.INCL.CD,2.7388824e-05
IQ.SPI.PIL1,2.7374306e-05
DT.ODA.ODAT.GN.ZS,2.733171e-05
DC.ODA.TLDC.CD,2.7320642e-05
NY.GDS.TOTL.ZS,2.7220987e-05
DT.NFL.IFAD.CD,2.6761567e-05
SH.UHC.NOP1.ZS,2.6663392e-05
LP.LPI.LOGS.XQ,2.6645357e-05
AG.LND.EL5M.UR.ZS,2.6595904e-05
DT.DOD.PVLX.CD,2.656874e-05
NE.GDI.STKB.CD,2.6567162e-05
SL.UEM.TOTL.NE.ZS,2.6549125e-05
EN.URB.MCTY,2.6385342e-05
TM.TAX.MRCH.WM.FN.ZS,2.633876e-05
DT.NFL.DPNG.CD,2.6292722e-05
EN.CLC.MDAT.ZS,2.623048e-05
IQ.CPA.GNDR.XQ,2.6145717e-05
GC.TAX.YPKG.RV.ZS,2.5955644e-05
SE.XPD.TOTL.GD.ZS,2.5586101e-05
TX.VAL.MRCH.HI.ZS,2.5553467e-05
SL.IND.EMPL.MA.ZS,2.5508616e-05
SH.STA.FGMS.ZS,2.5400233e-05
SE.XPD.SECO.ZS,2.53504e-05
TX.VAL.TRAN.ZS.WT,2.4939885e-05
DT.ODA.ODAT.MP.ZS,2.4763749e-05
RQ.PER.RNK.UPPER,2.4581466e-05
IC.FRM.FREG.ZS,2.4576017e-05
GC.XPN.OTHR.ZS,2.4519886e-05
NE.EXP.GNFS.KD.ZG,2.4443954e-05
FP.CPI.TOTL.ZG,2.4439498e-05
SH.DYN.MORT,2.4068731e-05
SH.MLR.NETS.ZS,2.404033e-05
IC.PRP.DURS,2.3903702e-05
SH.XPD.GHED.GE.ZS,2.3796221e-05
CM.MKT.INDX.ZG,2.3791103e-05
NV.MNF.MTRN.ZS.UN,2.363895e-05
SL.SLF.0714.ZS,2.3563663e-05
EG.ELC.HYRO.ZS,2.3440925e-05
SE.PRM.UNER.FE,2.3362696e-05
DT.DOD.MWBG.CD,2.3325609e-05
EN.GHG.TOT.ZG.AR5,2.3250897e-05
NE.GDI.TOTL.KD.ZG,2.3203154e-05
SE.PRM.PRS5.ZS,2.295722e-05
EN.POP.SLUM.UR.ZS,2.2770566e-05
CC.PER.RNK.UPPER,2.2490613e-05
ST.INT.ARVL,2.235069e-05
IC.REG.DURS,2.2345179e-05
NY.ADJ.DPEM.GN.ZS,2.2182081e-05
SP.POP.3034.FE.5Y,2.2115923e-05
GE.NO.SRC,2.2016693e-05
NY.GDP.MKTP.KD.ZG,2.1908902e-05
FM.AST.DOMO.ZG.M3,2.176951e-05
per_sa_allsa.cov_q2_tot,2.174861e-05
SL.UEM.TOTL.FE.NE.ZS,2.1590668e-05
EN.POP.EL5M.ZS,2.157229e-05
FM.AST.PRVT.ZG.M3,2.150419e-05
IQ.CPA.FINS.XQ,2.137704e-05
SL.UEM.BASC.ZS,2.1219768e-05
DT.NFL.UNDP.CD,2.1217716e-05
IQ.CPA.REVN.XQ,2.107268e-05
SP.POP.1014.FE.5Y,2.0918269e-05
DC.DAC.SWEL.CD,2.0795198e-05
TX.VAL.OTHR.ZS.WT,2.0594745e-05
SP.POP.DPND.OL,2.0540507e-05
SH.STA.MALN.ZS,2.0466738e-05
SG.VAW.ARGU.ZS,2.0397718e-05
IC.GOV.DURS.ZS,2.0317335e-05
EN.GHG.CH4.ZG.AR5,2.0190524e-05
SE.PRM.TENR.MA,2.0137322e-05
GC.TAX.EXPT.CN,2.0067611e-05
SE.SEC.NENR.MA,2.0049443e-05
SE.PRM.UNER,1.9921259e-05
SN.ITK.VITA.ZS,1.984379e-05
GC.NLD.TOTL.CN,1.9681449e-05
TM.TAX.TCOM.WM.FN.ZS,1.9653691e-05
SG.DMK.ALLD.FN.ZS,1.9566438e-05
SE.TER.ENRR.MA,1.9531548e-05
GC.REV.GOTR.ZS,1.9432004e-05
SH.XPD.CHEX.GD.ZS,1.9146544e-05
SE.PRM.REPT.FE.ZS,1.9071724e-05
PV.PER.RNK.LOWER,1.894291e-05
IQ.CPA.IRAI.XQ,1.8893665e-05
SL.UEM.1524.MA.ZS,1.8870764e-05
SG.VAW.BURN.ZS,1.8822553e-05
IQ.CPA.PROT.XQ,1.8601699e-05
NY.GDP.DEFL.ZS.AD,1.8580457e-05
NE.RSB.GNFS.CN,1.8549435e-05
IQ.CPA.PROP.XQ,1.827529e-05
ER.H2O.INTR.PC,1.8066055e-05
DC.DAC.SVKL.CD,1.8059502e-05
SE.XPD.CPRM.ZS,1.8035207e-05
IT.NET.SECR.P6,1.8030925e-05
NY.ADJ.DNGY.GN.ZS,1.7949083e-05
SP.POP.DPND,1.7817558e-05
DT.ODA.ODAT.KD,1.7712711e-05
SL.UEM.1524.FE.ZS,1.7413533e-05
MS.MIL.XPRT.KD,1.7392616e-05
SH.STA.POIS.P5.FE,1.7266935e-05
NY.ADJ.NNTY.PC.KD.ZG,1.7266771e-05
SE.LPV.PRIM.SD,1.718714e-05
NE.DAB.TOTL.KN,1.7105913e-05
SE.TER.TCHR.FE.ZS,1.7055328e-05
DT.DOD.DSTC.ZS,1.7040245e-05
IP.PAT.NRES,1.7020293e-05
SH.HIV.INCD,1.6790453e-05
SE.SEC.TCAQ.ZS,1.6762462e-05
DT.NFL.BOND.CD,1.6624352e-05
DT.DOD.DPPG.CD,1.6523523e-05
DC.ODA.TOTL.CD,1.625034e-05
DT.DOD.DSTC.IR.ZS,1.6213009e-05
TX.VAL.TECH.CD,1.6149337e-05
SE.ADT.1524.LT.FE.ZS,1.6124028e-05
SH.STA.ORCF.ZS,1.5606749e-05
SE.ENR.PRIM.FM.ZS,1.5220948e-05
NY.GSR.NFCY.KN,1.5079109e-05
SH.STA.HYGN.ZS,1.5072969e-05
SP.DYN.WFRT,1.5070161e-05
VC.IDP.TOCV,1.49638245e-05
DT.NFL.MIBR.CD,1.489639e-05
NY.GDP.DISC.CN,1.4655789e-05
DC.DAC.ITAL.CD,1.4561123e-05
DT.NFL.UNAI.CD,1.4466177e-05
EN.BIR.THRD.NO,1.4136999e-05
GC.TAX.OTHR.RV.ZS,1.393782e-05
SE.ADT.LITR.ZS,1.3665661e-05
LP.IMP.DURS.MD,1.362725e-05
IE.PPI.ICTI.CD,1.360229e-05
RL.NO.SRC,1.3279266e-05
SE.PRM.GINT.MA.ZS,1.3195753e-05
IC.FRM.CRIM.ZS,1.3113399e-05
ER.FSH.PROD.MT,1.3004262e-05
per_sa_allsa.adq_pop_tot,1.2904212e-05
DT.TDS.DPPF.XP.ZS,1.2897122e-05
DC.DAC.AUSL.CD,1.2845815e-05
DT.NFL.IAEA.CD,1.2836673e-05
BM.KLT.DINV.CD.WD,1.2698301e-05
RQ.STD.ERR,1.2671782e-05
BM.KLT.DINV.WD.GD.ZS,1.26191935e-05
NY.GNP.MKTP.KN,1.2427158e-05
EG.ELC.RNWX.ZS,1.2376942e-05
IC.ELC.TIME,1.2342068e-05
SE.PRM.PRSL.MA.ZS,1.2241576e-05
EN.GHG.CO2.PC.CE.AR5,1.2213298e-05
TM.TAX.MANF.SM.FN.ZS,1.2047662e-05
SE.PRM.ENRL.FE.ZS,1.1894642e-05
SE.SEC.PROG.MA.ZS,1.1438977e-05
SH.XPD.GHED.GD.ZS,1.1364587e-05
per_sa_allsa.cov_q5_tot,1.1308336e-05
NY.GNP.PCAP.PP.CD,1.125089e-05
SP.DYN.LE00.MA.IN,1.0947444e-05
SE.TER.CUAT.BA.MA.ZS,1.0767088e-05
DT.NFL.PCBK.CD,1.0056514e-05
SP.POP.1519.MA.5Y,9.973202e-06
SP.POP.4044.MA.5Y,9.967074e-06
PA.NUS.PPP,9.5926225e-06
SE.LPV.PRIM.LD,9.38014e-06
SE.TER.CUAT.ST.MA.ZS,9.306363e-06
BM.GSR.MRCH.CD,9.103813e-06
SL.TLF.ACTI.1524.FE.NE.ZS,8.84789e-06
FX.OWN.TOTL.YG.ZS,8.596863e-06
SL.TLF.0714.FE.ZS,8.377924e-06
per_lm_alllm.cov_pop_tot,8.358402e-06
SH.DYN.NMRT,8.296673e-06
NY.ADJ.DNGY.CD,8.088564e-06
SE.PRM.AGES,7.732681e-06
ST.INT.TRNX.CD,0.0
GC.XPN.COMP.CN,0.0
GC.XPN.GSRV.CN,0.0
GC.XPN.TOTL.CN,0.0
HD.HCI.OVRL,0.0
SP.POP.DPND.YG,0.0
GE.PER.RNK,0.0
HD.HCI.OVRL.FE,0.0
ST.INT.TVLR.CD,0.0
SP.POP.7579.MA.5Y,0.0
GC.XPN.TRFT.CN,0.0
FX.OWN.TOTL.SO.ZS,0.0
HD.HCI.OVRL.LB,0.0
SP.URB.TOTL,0.0
SP.POP.TOTL,0.0
ST.INT.DPRT,0.0
GC.TAX.IMPT.CN,0.0
GC.TAX.GSRV.CN,0.0
GC.REV.XGRT.CN,0.0
GC.TAX.IMPT.ZS,0.0
GC.TAX.INTT.CN,0.0
SP.REG.DTHS.ZS,0.0
GC.LBL.TOTL.CN,0.0
SP.REG.BRTH.UR.ZS,0.0
HD.HCI.OVRL.LB.FE,0.0
SP.POP.TOTL.FE.IN,0.0
SP.REG.BRTH.RU.ZS,0.0
SP.REG.BRTH.MA.ZS,0.0
FX.OWN.TOTL.ZS,0.0
SP.REG.BRTH.FE.ZS,0.0
GC.TAX.TOTL.CN,0.0
SP.POP.TOTL.MA.IN,0.0
GC.TAX.YPKG.CN,0.0
GC.TAX.GSRV.RV.ZS,0.0
SH.MMR.RISK.ZS,0.0
IC.BUS.DFRN.XQ,0.0
SP.POP.7074.MA.5Y,0.0
IP.IDS.NRCT,0.0
IC.REG.COST.PC.ZS,0.0
IC.REG.DURS.FE,0.0
SP.POP.1014.MA.5Y,0.0
IC.REG.DURS.MA,0.0
IE.PPI.ENGY.CD,0.0
SP.POP.0509.FE.5Y,0.0
SP.POP.0014.TO,0.0
SP.POP.0014.MA.ZS,0.0
SP.POP.0014.MA.IN,0.0
IE.PPN.TRAN.CD,0.0
SP.POP.0014.FE.IN,0.0
SP.POP.0004.FE.5Y,0.0
SP.POP.1564.MA.IN,0.0
SP.MTR.1519.ZS,0.0
SP.M18.2024.FE.ZS,0.0
SP.M15.2024.FE.ZS,0.0
IP.TMK.RSCT,0.0
SP.DYN.TO65.MA.ZS,0.0
SP.DYN.TO65.FE.ZS,0.0
IQ.CPA.ECON.XQ,0.0
IQ.CPA.PADM.XQ,0.0
SP.DYN.LE00.FE.IN,0.0
IQ.CPA.SOCI.XQ,0.0
SP.DYN.IMRT.IN,0.0
IC.ISV.DURS,0.0
SP.POP.1564.MA.ZS,0.0
HD.HCI.OVRL.LB.MA,0.0
SP.POP.5559.FE.5Y,0.0
HD.HCI.OVRL.MA,0.0
SP.POP.65UP.TO,0.0
SP.POP.65UP.MA.ZS,0.0
HD.HCI.OVRL.UB,0.0
SP.POP.65UP.FE.ZS,0.0
SP.POP.65UP.FE.IN,0.0
HD.HCI.OVRL.UB.FE,0.0
SP.POP.6569.FE.5Y,0.0
HD.HCI.OVRL.UB.MA,0.0
FX.OWN.TOTL.FE.ZS,0.0
SP.POP.5559.MA.5Y,0.0
IC.BUS.EASE.XQ,0.0
SP.POP.1564.TO,0.0
SP.POP.5054.FE.5Y,0.0
IC.BUS.NREG,0.0
IC.CRD.INFO.XQ,0.0
IC.EXP.TMBC,0.0
IC.EXP.TMDC,0.0
IC.FRM.BKWC.ZS,0.0
SP.POP.2529.MA.5Y,0.0
SP.POP.2529.FE.5Y,0.0
IC.FRM.DURS,0.0
SP.POP.2024.FE.5Y,0.0
IC.IMP.CSBC.CD,0.0
FX.OWN.TOTL.OL.ZS,0.0
TM.TAX.MRCH.SM.FN.ZS,0.0
FD.AST.PRVT.GD.ZS,0.0
TX.VAL.FUEL.ZS.UN,0.0
DC.DAC.DEUL.CD,0.0
DC.DAC.GBRL.CD,0.0
VA.PER.RNK,0.0
VA.NO.SRC,0.0
DC.DAC.LTUL.CD,0.0
DC.DAC.SVNL.CD,0.0
DC.DAC.TOTL.CD,0.0
DT.DOD.DLXF.CD,0.0
DT.DOD.PVLX.EX.ZS,0.0
DT.NFL.MIDA.CD,0.0
TX.VAL.MRCH.WL.CD,0.0
DT.NFL.PNGC.CD,0.0
DT.NFL.PROP.CD,0.0
DT.NFL.UNCTAD.CD,0.0
DT.NFL.UNEP.CD,0.0
DT.NFL.UNRW.CD,0.0
DT.NFL.UNWT.CD,0.0
DT.ODA.OATL.CD,0.0
TX.VAL.MRCH.CD.WT,0.0
DT.ODA.OATL.KD,0.0
DT.ODA.ODAT.CD,0.0
DT.ODA.ODAT.GI.ZS,0.0
DT.TDS.DECT.CD,0.0
DC.DAC.CECL.CD,0.0
CC.STD.ERR,0.0
CC.NO.SRC,0.0
per_sa_allsa.cov_q1_tot,0.0
per_si_allsi.cov_q4_tot,0.0
per_si_allsi.cov_q3_tot,0.0
per_si_allsi.cov_q2_tot,0.0
AG.LND.ARBL.HA,0.0
AG.LND.EL5M.RU.K2,0.0
AG.LND.EL5M.UR.K2,0.0
per_si_allsi.adq_pop_tot,0.0
per_sa_allsa.cov_q4_tot,0.0
per_sa_allsa.cov_q3_tot,0.0
